ID,County,State,TotalPop,Total income,poverty population,poverty percentage,percapitalincome
1614,Lamar,Alabama,14021,296579054.0,3225.0,23.0,21152.0
1615,Lamar,Georgia,18282,374023816.0,3853.0,21.0,20459.0
1616,Lamar,Mississippi,60517,1715200283.0,9865.0,16.0,28342.0
1617,Lamar,Texas,49401,1167105018.0,8890.0,18.0,23625.0
1618,Lamb,Texas,13368,290885440.0,2748.0,21.0,21760.0
1619,Lamoille,Vermont,25191,790739727.0,3573.0,14.0,31390.0
1620,Lampasas,Texas,20473,540584204.0,2489.0,12.0,26405.0
1621,Lancaster,Nebraska,306357,9160371387.0,42042.0,14.0,29901.0
1622,Lancaster,Pennsylvania,536494,15708338173.0,56025.0,10.0,29280.0
1623,Lancaster,South Carolina,86544,2286910752.0,13504.0,16.0,26425.0
1624,Lancaster,Virginia,10848,368805584.0,1189.0,11.0,33998.0
1625,Lander,Nevada,5887,178117072.0,777.0,13.0,30256.0
1626,Lane,Kansas,1702,50665136.0,182.0,11.0,29768.0
1627,Lane,Oregon,363471,9825497887.0,69896.0,19.0,27032.0
1628,Langlade,Wisconsin,19190,482482815.0,2833.0,15.0,25142.0
1629,Lanier,Georgia,10388,184275274.0,2981.0,29.0,17739.0
1630,Lapeer,Michigan,88205,2350680438.0,8497.0,10.0,26650.0
1631,Laramie,Wyoming,97031,3061760494.0,10070.0,10.0,31554.0
1632,Lares Municipio,Puerto Rico,27321,224356824.0,15394.0,56.0,8212.0
1633,Larimer,Colorado,330976,11282059035.0,43532.0,13.0,34087.0
1634,Larue,Kentucky,14102,308540285.0,2230.0,16.0,21879.0
1635,Las Animas,Colorado,14151,343416901.0,2389.0,17.0,24268.0
1636,Las Marías Municipio,Puerto Rico,8874,63484063.0,5108.0,58.0,7154.0
1637,Las Piedras Municipio,Puerto Rico,38253,395624615.0,17389.0,45.0,10342.0
1638,Lassen,California,31470,660038389.0,5090.0,16.0,20974.0
1639,Latah,Idaho,38697,935157927.0,8991.0,23.0,24166.0
1640,Latimer,Oklahoma,10621,257381708.0,2020.0,19.0,24233.0
1641,Lauderdale,Alabama,92590,2389091859.0,15358.0,17.0,25803.0
1642,Lauderdale,Mississippi,78221,1825607420.0,16825.0,22.0,23339.0
1643,Lauderdale,Tennessee,26497,455158880.0,5924.0,22.0,17178.0
1644,Laurel,Kentucky,59901,1224745767.0,14706.0,25.0,20446.0
1645,Laurens,Georgia,47451,981626625.0,12970.0,27.0,20687.0
1646,Laurens,South Carolina,66508,1379901783.0,13794.0,21.0,20748.0
1647,Lavaca,Texas,19859,594688531.0,2092.0,11.0,29946.0
1648,Lawrence,Alabama,33288,746293194.0,5557.0,17.0,22419.0
1649,Lawrence,Arkansas,16777,325844569.0,3097.0,18.0,19422.0
1650,Lawrence,Illinois,16457,346774776.0,2758.0,17.0,21072.0
1651,Lawrence,Indiana,45669,1143375176.0,5294.0,12.0,25036.0
1652,Lawrence,Kentucky,15844,299219414.0,3874.0,24.0,18885.0
1653,Lawrence,Mississippi,12659,276286983.0,2504.0,20.0,21825.0
1654,Lawrence,Missouri,38131,801600065.0,6491.0,17.0,21022.0
1655,Lawrence,Ohio,61057,1394778444.0,11379.0,19.0,22844.0
1656,Lawrence,Pennsylvania,88231,2375025856.0,12456.0,14.0,26918.0
1657,Lawrence,South Dakota,25018,715678524.0,3090.0,12.0,28607.0
1658,Lawrence,Tennessee,42591,846688894.0,7851.0,18.0,19880.0
1659,Le Flore,Oklahoma,49860,1010354001.0,11136.0,22.0,20264.0
1660,Le Sueur,Minnesota,27810,865859209.0,2454.0,9.0,31135.0
1661,Lea,New Mexico,69505,1703388296.0,11091.0,16.0,24507.0
1662,Leake,Mississippi,22936,431762787.0,5775.0,25.0,18825.0
1663,Leavenworth,Kansas,79359,2394252160.0,7305.0,9.0,30170.0
1664,Lebanon,Pennsylvania,137616,3841643627.0,14481.0,11.0,27916.0
1665,Lee,Alabama,156597,4098110056.0,36983.0,24.0,26170.0
1666,Lee,Arkansas,9614,150068809.0,2699.0,28.0,15609.0
1667,Lee,Florida,700165,21168288263.0,104452.0,15.0,30233.0
1668,Lee,Georgia,29216,819826153.0,3440.0,12.0,28061.0
1669,Lee,Illinois,34670,976957499.0,4156.0,12.0,28179.0
1670,Lee,Iowa,34785,849028443.0,5639.0,16.0,24408.0
1671,Lee,Kentucky,6717,110753324.0,2196.0,33.0,16489.0
1672,Lee,Mississippi,84840,2033457381.0,14759.0,17.0,23968.0
1673,Lee,North Carolina,59805,1412149872.0,10529.0,18.0,23613.0
1674,Lee,South Carolina,17897,303749843.0,4778.0,27.0,16972.0
1675,Lee,Texas,16850,450578463.0,2343.0,14.0,26741.0
1676,Lee,Virginia,24428,452273307.0,6451.0,26.0,18515.0
1677,Leelanau,Michigan,21564,799171515.0,1671.0,8.0,37060.0
1678,Leflore,Mississippi,30113,463843837.0,12169.0,40.0,15403.0
1679,Lehigh,Pennsylvania,360774,11179594589.0,48433.0,13.0,30988.0
1680,Lemhi,Idaho,7755,174401853.0,1328.0,17.0,22489.0
1681,Lenawee,Michigan,98585,2528585015.0,13627.0,14.0,25649.0
1682,Lenoir,North Carolina,57934,1250995024.0,12911.0,22.0,21593.0
1683,Leon,Florida,285890,8161599687.0,62574.0,22.0,28548.0
1684,Leon,Texas,16966,459703899.0,2757.0,16.0,27096.0
1685,Leslie,Kentucky,10648,160911638.0,3665.0,34.0,15112.0
1686,Letcher,Kentucky,23011,416154260.0,7035.0,31.0,18085.0
1687,Levy,Florida,39713,835666001.0,8709.0,22.0,21043.0
1688,Lewis,Idaho,3824,89039012.0,580.0,15.0,23284.0
1689,Lewis,Kentucky,13565,262422664.0,3559.0,26.0,19346.0
1690,Lewis,Missouri,10078,222551579.0,1548.0,15.0,22083.0
1691,Lewis,New York,26845,692040683.0,3820.0,14.0,25779.0
1692,Lewis,Tennessee,11944,240066696.0,2646.0,22.0,20099.0
1693,Lewis,Washington,76012,1813155793.0,12204.0,16.0,23854.0
1694,Lewis,West Virginia,16371,352191135.0,3239.0,20.0,21513.0
1695,Lewis and Clark,Montana,66290,2071690163.0,7639.0,12.0,31252.0
1696,Lexington,South Carolina,281870,8261876654.0,36145.0,13.0,29311.0
1697,Lexington city,Virginia,7113,118559484.0,1522.0,21.0,16668.0
1698,Liberty,Florida,8347,141373292.0,1552.0,19.0,16937.0
1699,Liberty,Georgia,62120,1302431433.0,10217.0,16.0,20966.0
1700,Liberty,Montana,2245,81998625.0,312.0,14.0,36525.0
1701,Liberty,Texas,79884,1769703224.0,12496.0,16.0,22153.0
1702,Licking,Ohio,170678,4965444839.0,20024.0,12.0,29092.0
1703,Limestone,Alabama,91695,2446863840.0,13597.0,15.0,26685.0
1704,Limestone,Texas,23480,495270421.0,4932.0,21.0,21093.0
1705,Lincoln,Arkansas,13885,182479565.0,2855.0,21.0,13142.0
1706,Lincoln,Colorado,5520,81502840.0,767.0,14.0,14765.0
1707,Lincoln,Georgia,7768,190541736.0,1788.0,23.0,24529.0
1708,Lincoln,Idaho,5296,101127120.0,609.0,11.0,19095.0
1709,Lincoln,Kansas,3121,80106707.0,262.0,8.0,25667.0
1710,Lincoln,Kentucky,24413,472408994.0,5813.0,24.0,19351.0
1711,Lincoln,Maine,34021,1072397356.0,3998.0,12.0,31522.0
1712,Lincoln,Minnesota,5724,162455588.0,651.0,11.0,28381.0
1713,Lincoln,Mississippi,34542,712496063.0,8206.0,24.0,20627.0
1714,Lincoln,Missouri,54800,1316467372.0,7251.0,13.0,24023.0
1715,Lincoln,Montana,19249,432775503.0,3153.0,16.0,22483.0
1716,Lincoln,Nebraska,35569,1055936614.0,4486.0,13.0,29687.0
1717,Lincoln,Nevada,5203,141614095.0,638.0,12.0,27218.0
1718,Lincoln,New Mexico,19497,522908766.0,3019.0,15.0,26820.0
1719,Lincoln,North Carolina,80504,2202488377.0,12292.0,15.0,27359.0
1720,Lincoln,Oklahoma,34759,831134218.0,4973.0,14.0,23911.0
1721,Lincoln,Oregon,47307,1219674453.0,8693.0,18.0,25782.0
1722,Lincoln,South Dakota,53147,2094212650.0,1621.0,3.0,39404.0
1723,Lincoln,Tennessee,33543,805992788.0,5686.0,17.0,24029.0
1724,Lincoln,Washington,10344,278437600.0,1409.0,14.0,26918.0
1725,Lincoln,West Virginia,21241,410399997.0,5294.0,25.0,19321.0
1726,Lincoln,Wisconsin,27994,800710859.0,2590.0,9.0,28603.0
1727,Lincoln,Wyoming,18791,554629576.0,1746.0,9.0,29516.0
1728,Lincoln Parish,Louisiana,47536,1042636112.0,15126.0,32.0,21934.0
1729,Linn,Iowa,220008,7213216941.0,21204.0,10.0,32786.0
1730,Linn,Kansas,9602,247697550.0,1670.0,17.0,25796.0
1731,Linn,Missouri,12248,273875741.0,2023.0,17.0,22361.0
1732,Linn,Oregon,121074,2960073737.0,19449.0,16.0,24448.0
1733,Lipscomb,Texas,3495,104832700.0,368.0,11.0,29995.0
1734,Litchfield,Connecticut,184454,7492249648.0,12582.0,7.0,40619.0
1735,Little River,Arkansas,12494,292509637.0,2346.0,19.0,23412.0
1736,Live Oak,Texas,12043,275148659.0,1940.0,16.0,22847.0
1737,Livingston,Illinois,36812,1005611949.0,4913.0,13.0,27318.0
1738,Livingston,Kentucky,9288,227226168.0,1509.0,16.0,24464.0
1739,Livingston,Michigan,186946,6888096924.0,11073.0,6.0,36845.0
1740,Livingston,Missouri,15025,334268421.0,2717.0,18.0,22247.0
1741,Livingston,New York,64373,1666125609.0,9096.0,14.0,25882.0
1742,Livingston Parish,Louisiana,137096,3739919990.0,18110.0,13.0,27280.0
1743,Llano,Texas,20195,720550368.0,2543.0,13.0,35680.0
1744,Logan,Arkansas,21802,429674737.0,4440.0,20.0,19708.0
1745,Logan,Colorado,21885,538264159.0,3666.0,17.0,24595.0
1746,Logan,Illinois,29488,780819897.0,2647.0,9.0,26479.0
1747,Logan,Kansas,2790,79651710.0,248.0,9.0,28549.0
1748,Logan,Kentucky,26847,576283440.0,4675.0,17.0,21465.0
1749,Logan,Nebraska,919,22629456.0,89.0,10.0,24624.0
1750,Logan,North Dakota,1932,61731264.0,145.0,8.0,31952.0
1751,Logan,Ohio,45323,1202194116.0,6190.0,14.0,26525.0
1752,Logan,Oklahoma,45326,1281156888.0,6045.0,13.0,28265.0
1753,Logan,West Virginia,34428,725529424.0,7733.0,22.0,21074.0
1754,Long,Georgia,17857,362857994.0,3571.0,20.0,20320.0
1755,Lonoke,Arkansas,71568,1802384012.0,8829.0,12.0,25184.0
1756,Lorain,Ohio,305405,8720813504.0,41425.0,14.0,28555.0
1757,Los Alamos,New Mexico,18031,939876837.0,929.0,5.0,52126.0
1758,Los Angeles,California,10105722,311237940247.0,1717805.0,17.0,30798.0
1759,Loudon,Tennessee,51024,1539759526.0,6984.0,14.0,30177.0
1760,Loudoun,Virginia,374558,18898565759.0,13819.0,4.0,50456.0
1761,Louisa,Iowa,11238,306052442.0,1238.0,11.0,27234.0
1762,Louisa,Virginia,34813,1052614862.0,4098.0,12.0,30236.0
1763,Loup,Nebraska,537,15706176.0,48.0,9.0,29248.0
1764,Love,Oklahoma,9843,206353582.0,1207.0,12.0,20965.0
1765,Loving,Texas,74,2629220.0,13.0,18.0,35530.0
1766,Lowndes,Alabama,10362,196628316.0,3131.0,30.0,18976.0
1767,Lowndes,Georgia,113941,2415491699.0,28381.0,25.0,21199.0
1768,Lowndes,Mississippi,59558,1378210012.0,12743.0,21.0,23141.0
1769,Loíza Municipio,Puerto Rico,27242,237782840.0,14126.0,52.0,8729.0
1770,Lubbock,Texas,298042,7807563508.0,56447.0,19.0,26196.0
1771,Lucas,Iowa,8600,234212194.0,854.0,10.0,27234.0
1772,Lucas,Ohio,433404,11750084424.0,87281.0,20.0,27111.0
1773,Luce,Michigan,6406,124546900.0,1269.0,20.0,19442.0
1774,Lumpkin,Georgia,31567,737542404.0,6336.0,20.0,23364.0
1775,Luna,New Mexico,24319,404234772.0,7754.0,32.0,16622.0
1776,Lunenburg,Virginia,12369,229508371.0,2331.0,19.0,18555.0
1777,Luquillo Municipio,Puerto Rico,18952,197751683.0,8719.0,46.0,10434.0
1778,Luzerne,Pennsylvania,318222,8531365449.0,48307.0,15.0,26809.0
1779,Lycoming,Pennsylvania,115398,3030955558.0,16889.0,15.0,26265.0
1780,Lyman,South Dakota,3882,82124100.0,850.0,22.0,21155.0
1781,Lynchburg city,Virginia,79237,1777990194.0,19416.0,25.0,22439.0
1782,Lynn,Texas,5785,154792325.0,1043.0,18.0,26758.0
1783,Lyon,Iowa,11745,333034154.0,575.0,5.0,28355.0
1784,Lyon,Kansas,33302,809458973.0,6289.0,19.0,24307.0
1785,Lyon,Kentucky,8268,224047512.0,1183.0,14.0,27098.0
1786,Lyon,Minnesota,25789,778902783.0,3668.0,14.0,30203.0
1787,Lyon,Nevada,52303,1310885290.0,7205.0,14.0,25063.0
1788,Mackinac,Michigan,10836,292222020.0,1665.0,15.0,26968.0
1789,Macomb,Michigan,864019,25696046121.0,102357.0,12.0,29740.0
1790,Macon,Alabama,19358,378721888.0,5469.0,28.0,19564.0
1791,Macon,Georgia,13675,217689171.0,3940.0,29.0,15919.0
1792,Macon,Illinois,107587,3042535673.0,18301.0,17.0,28280.0
1793,Macon,Missouri,15319,320017416.0,2614.0,17.0,20890.0
1794,Macon,North Carolina,34160,931965918.0,6034.0,18.0,27282.0
1795,Macon,Tennessee,23239,480272446.0,4357.0,19.0,20667.0
1796,Macoupin,Illinois,45960,1252656769.0,6092.0,13.0,27255.0
1797,Madera,California,154440,3084955821.0,34256.0,22.0,19975.0
1798,Madison,Alabama,353213,12091049221.0,49470.0,14.0,34232.0
1799,Madison,Arkansas,15907,369089379.0,2836.0,18.0,23203.0
1800,Madison,Florida,18518,318359769.0,6048.0,33.0,17192.0
1801,Madison,Georgia,28600,654517411.0,5044.0,18.0,22885.0
1802,Madison,Idaho,38241,583430190.0,12308.0,32.0,15257.0
1803,Madison,Illinois,266153,8058613252.0,36197.0,14.0,30278.0
1804,Madison,Indiana,129641,3069863567.0,22128.0,17.0,23680.0
1805,Madison,Iowa,15720,494387922.0,1153.0,7.0,31450.0
1806,Madison,Kentucky,88376,2097394985.0,19191.0,22.0,23733.0
1807,Madison,Mississippi,102212,3743750603.0,12315.0,12.0,36627.0
1808,Madison,Missouri,12226,245503801.0,2294.0,19.0,20080.0
1809,Madison,Montana,7902,249863237.0,840.0,11.0,31620.0
1810,Madison,Nebraska,35062,914879230.0,5606.0,16.0,26093.0
1811,Madison,New York,71760,2009993343.0,7989.0,11.0,28010.0
1812,Madison,North Carolina,21347,483581111.0,3795.0,18.0,22653.0
1813,Madison,Ohio,43732,1215652437.0,3976.0,9.0,27798.0
1814,Madison,Tennessee,97887,2408060330.0,20339.0,21.0,24600.0
1815,Madison,Texas,13979,243740942.0,2156.0,15.0,17436.0
1816,Madison,Virginia,13108,389366305.0,1284.0,10.0,29704.0
1817,Madison Parish,Louisiana,11616,175799606.0,4245.0,37.0,15134.0
1818,Magoffin,Kentucky,12783,220880623.0,3653.0,29.0,17279.0
1819,Mahaska,Iowa,22301,592641975.0,3237.0,15.0,26575.0
1820,Mahnomen,Minnesota,5500,113962724.0,1249.0,23.0,20720.0
1821,Mahoning,Ohio,231857,6005414513.0,41894.0,18.0,25901.0
1822,Major,Oklahoma,7730,218711141.0,1015.0,13.0,28294.0
1823,Malheur,Oregon,30421,534421049.0,7392.0,24.0,17568.0
1824,Manassas Park city,Virginia,16117,477725816.0,1658.0,10.0,29641.0
1825,Manassas city,Virginia,41379,1265051907.0,3649.0,9.0,30572.0
1826,Manatee,Florida,363542,11079531507.0,48894.0,13.0,30477.0
1827,Manatí Municipio,Puerto Rico,40705,429799044.0,18771.0,46.0,10559.0
1828,Manistee,Michigan,24432,596084486.0,3597.0,15.0,24398.0
1829,Manitowoc,Wisconsin,79680,2213284979.0,8159.0,10.0,27777.0
1830,Marathon,Wisconsin,135293,4079170596.0,14059.0,10.0,30151.0
1831,Marengo,Alabama,19743,454003579.0,5044.0,26.0,22996.0
1832,Maricao Municipio,Puerto Rico,6180,36726560.0,4021.0,65.0,5943.0
1833,Maricopa,Arizona,4155501,125437170441.0,656851.0,16.0,30186.0
1834,Maries,Missouri,8959,197879040.0,1684.0,19.0,22087.0
1835,Marin,California,260814,17408860863.0,20780.0,8.0,66748.0
1836,Marinette,Wisconsin,40712,1049486294.0,5389.0,13.0,25778.0
1837,Marion,Alabama,30058,656321827.0,5284.0,18.0,21835.0
1838,Marion,Arkansas,16374,314376254.0,3209.0,20.0,19200.0
1839,Marion,Florida,343778,8112612314.0,60691.0,18.0,23598.0
1840,Marion,Georgia,8558,172474305.0,1982.0,23.0,20154.0
1841,Marion,Illinois,38305,923602411.0,6852.0,18.0,24112.0
1842,Marion,Indiana,939964,24706150440.0,186125.0,20.0,26284.0
1843,Marion,Iowa,33127,921421437.0,3044.0,9.0,27815.0
1844,Marion,Kansas,12087,309665630.0,1276.0,11.0,25620.0
1845,Marion,Kentucky,19335,421942334.0,3546.0,18.0,21823.0
1846,Marion,Mississippi,25466,499389265.0,6664.0,26.0,19610.0
1847,Marion,Missouri,28703,650457929.0,5315.0,19.0,22662.0
1848,Marion,Ohio,65483,1478534597.0,10014.0,15.0,22579.0
1849,Marion,Oregon,330453,8192285051.0,53299.0,16.0,24791.0
1850,Marion,South Carolina,31765,589432877.0,8405.0,26.0,18556.0
1851,Marion,Tennessee,28355,675065971.0,5120.0,18.0,23808.0
1852,Marion,Texas,10140,262958869.0,2256.0,22.0,25933.0
1853,Marion,West Virginia,56575,1425969024.0,9307.0,16.0,25205.0
1854,Mariposa,California,17658,498678950.0,2659.0,15.0,28241.0
1855,Marlboro,South Carolina,27505,455502147.0,7228.0,26.0,16561.0
1856,Marquette,Michigan,67145,1715563601.0,12275.0,18.0,25550.0
1857,Marquette,Wisconsin,15164,395016383.0,1793.0,12.0,26050.0
1858,Marshall,Alabama,94738,2151466903.0,19905.0,21.0,22710.0
1859,Marshall,Illinois,11925,346131115.0,1230.0,10.0,29026.0
1860,Marshall,Indiana,46752,1135569906.0,5425.0,12.0,24289.0
1861,Marshall,Iowa,40476,1039934564.0,4547.0,11.0,25693.0
1862,Marshall,Kansas,9859,275140413.0,881.0,9.0,27908.0
1863,Marshall,Kentucky,31177,853971214.0,3390.0,11.0,27391.0
1864,Marshall,Minnesota,9397,268609761.0,730.0,8.0,28585.0
1865,Marshall,Mississippi,35981,711542547.0,6321.0,18.0,19776.0
1866,Marshall,Oklahoma,16226,363956489.0,2394.0,15.0,22430.0
1867,Marshall,South Dakota,4759,137349499.0,395.0,8.0,28861.0
1868,Marshall,Tennessee,31753,759522482.0,4289.0,14.0,23920.0
1869,Marshall,West Virginia,32006,769525032.0,4852.0,15.0,24043.0
1870,Martin,Florida,155719,5920583934.0,17307.0,11.0,38021.0
1871,Martin,Indiana,10219,256885103.0,1360.0,13.0,25138.0
1872,Martin,Kentucky,12175,181576959.0,3684.0,30.0,14914.0
1873,Martin,Minnesota,20084,618698550.0,2272.0,11.0,30806.0
1874,Martin,North Carolina,23227,514728913.0,4464.0,19.0,22161.0
1875,Martin,Texas,5547,158426748.0,388.0,7.0,28561.0
1876,Martinsville city,Virginia,13256,298842531.0,3161.0,24.0,22544.0
1877,Mason,Illinois,13904,360842556.0,1943.0,14.0,25952.0
1878,Mason,Kentucky,17167,434066002.0,3110.0,18.0,25285.0
1879,Mason,Michigan,28800,756042482.0,4605.0,16.0,26251.0
1880,Mason,Texas,4122,101067286.0,522.0,13.0,24519.0
1881,Mason,Washington,61569,1620016536.0,10007.0,16.0,26312.0
1882,Mason,West Virginia,27000,569538688.0,5247.0,19.0,21094.0
1883,Massac,Illinois,14594,341996554.0,2704.0,19.0,23434.0
1884,Matagorda,Texas,36744,855923894.0,7576.0,21.0,23294.0
1885,Matanuska-Susitna Borough,Alaska,101135,3075434061.0,10012.0,10.0,30409.0
1886,Mathews,Virginia,8830,311274450.0,939.0,11.0,35252.0
1887,Maui,Hawaii,164094,5313103637.0,16470.0,10.0,32378.0
1888,Maunabo Municipio,Puerto Rico,11297,99750822.0,5947.0,53.0,8830.0
1889,Maury,Tennessee,87606,2266579958.0,11464.0,13.0,25872.0
1890,Maverick,Texas,57471,957354754.0,14072.0,24.0,16658.0
1891,Mayagüez Municipio,Puerto Rico,79615,848394082.0,41314.0,52.0,10656.0
1892,Mayes,Oklahoma,40929,923947012.0,7888.0,19.0,22574.0
1893,McClain,Oklahoma,37919,1075115929.0,3627.0,10.0,28353.0
1894,McCone,Montana,1728,48781440.0,133.0,8.0,28230.0
1895,McCook,South Dakota,5515,161332853.0,509.0,9.0,29253.0
1896,McCormick,South Carolina,9694,221377874.0,1980.0,20.0,22837.0
1897,McCracken,Kentucky,65285,1950804519.0,11249.0,17.0,29881.0
1898,McCreary,Kentucky,17748,203958920.0,7255.0,41.0,11492.0
1899,McCulloch,Texas,8145,190576170.0,1332.0,16.0,23398.0
1900,McCurtain,Oklahoma,33026,628811563.0,7823.0,24.0,19040.0
1901,McDonald,Missouri,22753,445440143.0,4315.0,19.0,19577.0
1902,McDonough,Illinois,31597,711780329.0,8545.0,27.0,22527.0
1903,McDowell,North Carolina,45069,921162372.0,8705.0,19.0,20439.0
1904,McDowell,West Virginia,19707,275604960.0,6797.0,34.0,13985.0
1905,McDuffie,Georgia,21488,439132981.0,5606.0,26.0,20436.0
1906,McHenry,Illinois,308043,11153592064.0,22541.0,7.0,36208.0
1907,McHenry,North Dakota,5951,219440383.0,467.0,8.0,36875.0
1908,McIntosh,Georgia,14061,354700629.0,2854.0,20.0,25226.0
1909,McIntosh,North Dakota,2680,83436440.0,265.0,10.0,31133.0
1910,McIntosh,Oklahoma,19874,442021989.0,3694.0,19.0,22241.0
1911,McKean,Pennsylvania,42070,1046182518.0,7103.0,17.0,24868.0
1912,McKenzie,North Dakota,11679,447579726.0,1367.0,12.0,38323.0
1913,McKinley,New Mexico,72849,1025479036.0,27314.0,37.0,14077.0
1914,McLean,Illinois,173231,5706705343.0,28155.0,16.0,32943.0
1915,McLean,Kentucky,9361,214220137.0,1802.0,19.0,22884.0
1916,McLean,North Dakota,9607,355005971.0,854.0,9.0,36953.0
1917,McLennan,Texas,245720,5964462483.0,46849.0,19.0,24273.0
1918,McLeod,Minnesota,35816,1079682052.0,3003.0,8.0,30145.0
1919,McMinn,Tennessee,52569,1134593329.0,10382.0,20.0,21583.0
1920,McMullen,Texas,600,20083200.0,42.0,7.0,33472.0
1921,McNairy,Tennessee,25945,512285744.0,5621.0,22.0,19745.0
1922,McPherson,Kansas,28792,849604368.0,2183.0,8.0,29508.0
1923,McPherson,Nebraska,432,11768112.0,69.0,16.0,27241.0
1924,McPherson,South Dakota,2366,61456850.0,402.0,17.0,25975.0
1925,Meade,Kansas,4295,108116601.0,521.0,12.0,25173.0
1926,Meade,Kentucky,28452,714608954.0,3720.0,13.0,25116.0
1927,Meade,South Dakota,27066,727963135.0,2418.0,9.0,26896.0
1928,Meagher,Montana,2000,40190000.0,316.0,16.0,20095.0
1929,Mecklenburg,North Carolina,1034290,36892179696.0,140418.0,14.0,35669.0
1930,Mecklenburg,Virginia,30959,711142590.0,5230.0,17.0,22970.0
1931,Mecosta,Michigan,43181,949022310.0,11353.0,26.0,21978.0
1932,Medina,Ohio,176362,6027032019.0,10886.0,6.0,34174.0
1933,Medina,Texas,48548,1241462324.0,6123.0,13.0,25572.0
1934,Meeker,Minnesota,23105,675025706.0,1923.0,8.0,29216.0
1935,Meigs,Ohio,23234,520346352.0,5241.0,23.0,22396.0
1936,Meigs,Tennessee,11830,266674948.0,1963.0,17.0,22542.0
1937,Mellette,South Dakota,2062,29412368.0,878.0,43.0,14264.0
1938,Menard,Illinois,12416,407728434.0,1421.0,11.0,32839.0
1939,Menard,Texas,2123,50130399.0,208.0,10.0,23613.0
1940,Mendocino,California,87497,2370596406.0,16692.0,19.0,27093.0
1941,Menifee,Kentucky,6381,125987466.0,1279.0,20.0,19744.0
1942,Menominee,Michigan,23389,611652590.0,3159.0,14.0,26151.0
1943,Menominee,Wisconsin,4506,77489740.0,1616.0,36.0,17197.0
1944,Merced,California,267390,5379922059.0,62067.0,23.0,20120.0
1945,Mercer,Illinois,15794,439770616.0,1789.0,11.0,27844.0
1946,Mercer,Kentucky,21378,534048234.0,3575.0,17.0,24981.0
1947,Mercer,Missouri,3669,74753598.0,646.0,18.0,20374.0
1948,Mercer,New Jersey,373362,14958339065.0,41861.0,11.0,40064.0
1949,Mercer,North Dakota,8637,317146862.0,630.0,7.0,36720.0
1950,Mercer,Ohio,40723,1121522182.0,3037.0,7.0,27540.0
1951,Mercer,Pennsylvania,113623,2897328219.0,15640.0,14.0,25499.0
1952,Mercer,West Virginia,60963,1322789982.0,13010.0,21.0,21698.0
1953,Meriwether,Georgia,21152,416248885.0,4809.0,23.0,19679.0
1954,Merrick,Nebraska,7829,213127930.0,778.0,10.0,27223.0
1955,Merrimack,New Hampshire,147958,5100786504.0,11405.0,8.0,34475.0
1956,Mesa,Colorado,148798,4108550754.0,24249.0,16.0,27612.0
1957,Metcalfe,Kentucky,9990,184306702.0,2311.0,23.0,18449.0
1958,Miami,Indiana,36035,824847842.0,5878.0,16.0,22890.0
1959,Miami,Kansas,32976,1042388325.0,2585.0,8.0,31611.0
1960,Miami,Ohio,104081,2919589338.0,10297.0,10.0,28051.0
1961,Miami-Dade,Florida,2702602,68864616892.0,518211.0,19.0,25481.0
1962,Middlesex,Connecticut,164110,7170719736.0,12104.0,7.0,43695.0
1963,Middlesex,Massachusetts,1582857,75369226543.0,133361.0,8.0,47616.0
1964,Middlesex,New Jersey,837288,30609970439.0,74570.0,9.0,36558.0
1965,Middlesex,Virginia,10710,319915674.0,1095.0,10.0,29871.0
1966,Midland,Michigan,83489,2756254257.0,9466.0,11.0,33013.0
1967,Midland,Texas,159883,6162647281.0,13944.0,9.0,38545.0
1968,Mifflin,Pennsylvania,46452,1094766106.0,6270.0,13.0,23568.0
1969,Milam,Texas,24479,560831234.0,3943.0,16.0,22911.0
1970,Millard,Utah,12651,294551662.0,1469.0,12.0,23283.0
1971,Mille Lacs,Minnesota,25635,659645564.0,2953.0,12.0,25732.0
1972,Miller,Arkansas,43760,972641304.0,9365.0,21.0,22227.0
1973,Miller,Georgia,5884,123576383.0,1395.0,24.0,21002.0
1974,Miller,Missouri,24947,582408053.0,4148.0,17.0,23346.0
1975,Mills,Iowa,14933,467541631.0,1374.0,9.0,31309.0
1976,Mills,Texas,4887,121482360.0,730.0,15.0,24858.0
1977,Milwaukee,Wisconsin,956586,25763316266.0,198079.0,21.0,26933.0
1978,Miner,South Dakota,2255,64567415.0,262.0,12.0,28633.0
1979,Mineral,Colorado,834,27537012.0,100.0,12.0,33018.0
1980,Mineral,Montana,4194,96015213.0,843.0,20.0,22893.0
1981,Mineral,Nevada,4471,101896968.0,902.0,20.0,22791.0
1982,Mineral,West Virginia,27421,600179688.0,4093.0,15.0,21888.0
1983,Mingo,West Virginia,25150,484699594.0,7271.0,29.0,19272.0
1984,Minidoka,Idaho,20448,447546719.0,3666.0,18.0,21887.0
1985,Minnehaha,South Dakota,183660,5427273973.0,20354.0,11.0,29551.0
1986,Missaukee,Michigan,14982,326680589.0,2372.0,16.0,21805.0
1987,Mississippi,Arkansas,43534,887149192.0,11135.0,26.0,20378.0
1988,Mississippi,Missouri,13916,249344548.0,4295.0,31.0,17918.0
1989,Missoula,Montana,114231,3390471813.0,18464.0,16.0,29681.0
1990,Mitchell,Georgia,22574,363155491.0,6214.0,28.0,16087.0
1991,Mitchell,Iowa,10663,292244151.0,890.0,8.0,27407.0
1992,Mitchell,Kansas,6230,162652740.0,931.0,15.0,26108.0
