ID,County,State,TotalPop,poverty percentage,percapitalincome,cases,deaths,TotalCasesPer100K,TotalDeathsPer100K
841,Elk,Pennsylvania,30781,9.0,27163.0,148794,2125.0,483395.60118254775,6903.609369416199
842,Elkhart,Indiana,202924,14.0,23817.0,3147948,48199.0,1551294.080542469,23752.2422187617
843,Elko,Nevada,52377,11.0,32498.0,475718,4260.0,908257.4412432939,8133.340970273212
844,Elliott,Kentucky,7533,34.0,13436.0,87814,79.0,1165724.1470861544,1048.7189698659233
845,Ellis,Kansas,28877,17.0,29339.0,392970,4811.0,1360840.8075631124,16660.317900058868
846,Ellis,Oklahoma,4102,17.0,27272.0,28921,61.0,705046.3188688444,1487.0794734275962
847,Ellis,Texas,164092,11.0,28612.0,1812396,25695.0,1104499.9146820076,15658.898666601663
848,Ellsworth,Kansas,6331,12.0,24102.0,109829,425.0,1734781.2351919126,6712.99952614121
849,Elmore,Alabama,80989,14.0,26251.0,981251,16032.0,1211585.523960044,19795.280840607982
850,Elmore,Idaho,26232,15.0,23029.0,172231,1431.0,656568.3135102165,5455.169258920402
851,Emanuel,Georgia,22502,29.0,17944.0,297118,8774.0,1320407.0749266732,38992.08959203627
852,Emery,Utah,10410,13.0,21465.0,59156,680.0,568261.2872238233,6532.180595581172
853,Emmet,Iowa,9661,14.0,29396.0,132858,3987.0,1375199.2547355345,41269.01977021012
854,Emmet,Michigan,32978,11.0,31356.0,156858,3860.0,475644.36897325487,11704.772878888956
855,Emmons,North Dakota,3389,12.0,29622.0,52329,1507.0,1544083.80053113,44467.39451165535
856,Emporia city,Virginia,5495,31.0,18548.0,78984,6088.0,1437379.4358507735,110791.6287534122
857,Erath,Texas,41016,23.0,23511.0,366978,4803.0,894719.1339964891,11710.064365125803
858,Erie,New York,923995,15.0,31083.0,5963682,232324.0,645423.6224221992,25143.426100790588
859,Erie,Ohio,75369,13.0,30223.0,577598,16465.0,766360.1746075973,21845.85174275896
860,Erie,Pennsylvania,277794,17.0,26361.0,1302585,25836.0,468903.21605218254,9300.416855655629
861,Escambia,Alabama,37621,24.0,18164.0,460394,7010.0,1223768.6398554,18633.210175168126
862,Escambia,Florida,309924,15.0,25666.0,3820786,67286.0,1232813.8511376982,21710.48386055936
863,Esmeralda,Nevada,1102,7.0,23755.0,2631,0.0,238747.73139745917,0.0
864,Essex,Massachusetts,775860,11.0,38604.0,9397516,399357.0,1211238.6255252236,51472.81726084603
865,Essex,New Jersey,800401,17.0,35133.0,9190041,640485.0,1148179.5999755124,80020.5147169981
866,Essex,New York,38233,9.0,29008.0,89949,2697.0,235265.34669003217,7054.115554625585
867,Essex,Vermont,6203,16.0,23022.0,9804,4.0,158052.55521521842,64.48492664839594
868,Essex,Virginia,11083,12.0,25730.0,59357,455.0,535567.9870071281,4105.386628169268
869,Estill,Kentucky,14382,30.0,17728.0,83645,1.0,581595.0493672646,6.953135864274787
870,Etowah,Alabama,103132,18.0,22278.0,1387963,19978.0,1345812.1630531745,19371.291160842415
871,Eureka,Nevada,1728,10.0,35606.0,4383,0.0,253645.83333333334,0.0
872,Evans,Georgia,10757,26.0,20736.0,115468,2043.0,1073421.9577949243,18992.284094078273
873,Fairbanks North Star Borough,Alaska,100031,8.0,35328.0,624318,3402.0,624124.5213983664,3400.9457068308825
874,Fairfax,Virginia,1142004,6.0,52976.0,7730062,167383.0,676885.7201901219,14656.953916098368
875,Fairfax city,Virginia,23580,8.0,46489.0,50796,2294.0,215419.84732824427,9728.583545377438
876,Fairfield,Connecticut,947328,9.0,53433.0,9463333,450008.0,998949.9940886366,47502.87123361707
877,Fairfield,Ohio,151526,10.0,29582.0,1247562,13829.0,823331.9694309888,9126.48654356348
878,Fairfield,South Carolina,22868,21.0,21972.0,243535,10145.0,1064959.7691096729,44363.30243134511
879,Fall River,South Dakota,6783,15.0,26583.0,55048,1469.0,811558.3075335397,21657.083886186054
880,Fallon,Montana,2925,6.0,32371.0,28004,141.0,957401.7094017094,4820.51282051282
881,Falls Church city,Virginia,13843,3.0,65510.0,31455,1926.0,227226.75720580798,13913.169110741892
882,Falls,Texas,17289,25.0,17755.0,161538,2359.0,934339.7536005554,13644.513852738737
883,Fannin,Georgia,24480,16.0,24845.0,220905,6337.0,902389.705882353,25886.437908496733
884,Fannin,Texas,33787,16.0,23212.0,264567,7493.0,783043.774232693,22177.168733536568
885,Faribault,Minnesota,13966,11.0,29116.0,107763,964.0,771609.6233710439,6902.477445224115
886,Faulk,South Dakota,2327,11.0,29714.0,41936,1263.0,1802148.6892995273,54275.89170605931
887,Faulkner,Arkansas,121282,17.0,25240.0,1072525,11893.0,884323.3126102801,9806.071799607525
888,Fauquier,Virginia,68406,6.0,43067.0,374863,5540.0,547997.251703067,8098.704791977312
889,Fayette,Alabama,16657,18.0,21191.0,191906,3630.0,1152104.2204478597,21792.639731044004
890,Fayette,Georgia,110306,6.0,39936.0,736571,14862.0,667752.4341377623,13473.428462640293
891,Fayette,Illinois,21980,18.0,21844.0,290732,5828.0,1322711.5559599637,26515.01364877161
892,Fayette,Indiana,23426,18.0,22428.0,297773,6529.0,1271121.8304448049,27870.741910697518
893,Fayette,Iowa,20139,13.0,27020.0,167792,2071.0,833169.4721684294,10283.529470182233
894,Fayette,Kentucky,315109,19.0,31653.0,3305137,25779.0,1048886.8931068296,8180.978645484579
895,Fayette,Ohio,28659,18.0,24013.0,210946,3192.0,736054.9914512021,11137.862451585888
896,Fayette,Pennsylvania,133160,19.0,24247.0,739450,13320.0,555309.4022228898,10003.0039050766
897,Fayette,Tennessee,39336,15.0,30471.0,477372,6963.0,1213575.350823673,17701.342281879195
898,Fayette,Texas,24963,9.0,30405.0,181390,5831.0,726635.4204222249,23358.570684613227
899,Fayette,West Virginia,44602,20.0,20758.0,234861,6620.0,526570.5573741087,14842.38374960764
900,Fentress,Tennessee,17940,23.0,18171.0,230906,3386.0,1287101.4492753623,18874.02452619844
901,Fergus,Montana,11327,15.0,27491.0,91825,1301.0,810673.6117241988,11485.830316941821
902,Ferry,Washington,7568,21.0,21951.0,18343,239.0,242375.79281183935,3158.033826638478
903,Fillmore,Minnesota,20825,11.0,28441.0,122771,361.0,589536.6146458584,1733.4933973589436
904,Fillmore,Nebraska,5603,10.0,30873.0,47371,845.0,845457.7904693914,15081.20649651972
905,Finney,Kansas,37097,16.0,23074.0,907631,7217.0,2446642.585653826,19454.403321023263
906,Fisher,Texas,3875,17.0,27749.0,30050,1133.0,775483.8709677419,29238.709677419356
907,Flagler,Florida,105015,13.0,25741.0,599707,8524.0,571067.942674856,8116.935675855831
908,Flathead,Montana,96147,14.0,28379.0,1014004,7059.0,1054639.2503146224,7341.882742051233
909,Fleming,Kentucky,14515,20.0,23351.0,82220,477.0,566448.5015501205,3286.2555976575954
910,Florence,South Carolina,138537,20.0,23797.0,1678442,49797.0,1211547.817550546,35944.9100240369
911,Florence,Wisconsin,4354,8.0,28211.0,50950,1414.0,1170188.3325677537,32475.884244372988
912,Floyd,Georgia,96471,18.0,23929.0,1142040,18338.0,1183816.8983425072,19008.82130381151
913,Floyd,Indiana,76481,11.0,30663.0,695073,21352.0,908817.876335299,27918.045004641677
914,Floyd,Iowa,15904,16.0,28323.0,162478,3692.0,1021617.203219316,23214.285714285717
915,Floyd,Kentucky,37447,31.0,18366.0,223387,1690.0,596541.7790477207,4513.045103746628
916,Floyd,Texas,5953,18.0,24347.0,63012,3078.0,1058491.5168822443,51705.02267764152
917,Floyd,Virginia,15594,12.0,25446.0,71044,2574.0,455585.4815954855,16506.348595613697
918,Fluvanna,Virginia,26109,6.0,31951.0,125440,2637.0,480447.35531808954,10099.965529127887
919,Foard,Texas,1414,6.0,26034.0,8075,458.0,571074.9646393211,32390.38189533239
920,Fond du Lac,Wisconsin,102082,9.0,29431.0,1360448,9258.0,1332701.1618110929,9069.179679081522
921,Ford,Illinois,13470,16.0,26611.0,131327,4692.0,974959.168522643,34832.96213808464
922,Ford,Kansas,34658,16.0,22053.0,963209,2698.0,2779182.2955738935,7784.638467309135
923,Forest,Pennsylvania,7388,14.0,14989.0,58455,755.0,791215.4845695723,10219.274499187872
924,Forest,Wisconsin,9035,18.0,23936.0,117268,3073.0,1297930.2711676813,34012.17487548423
925,Forrest,Mississippi,75835,28.0,20783.0,854171,21416.0,1126354.5856135031,28240.258455858115
926,Forsyth,Georgia,211300,6.0,39896.0,1684427,14409.0,797173.2134406058,6819.214387127307
927,Forsyth,North Carolina,368362,19.0,28640.0,3021196,34126.0,820170.3758802483,9264.25635651886
928,Fort Bend,Texas,711421,8.0,38382.0,5613108,72610.0,788999.4813197812,10206.333521220206
929,Foster,North Dakota,3318,7.0,32665.0,60304,1684.0,1817480.409885473,50753.46594333936
930,Fountain,Indiana,16620,13.0,25383.0,167060,2705.0,1005174.4885679905,16275.57160048135
931,Franklin,Alabama,31507,23.0,19314.0,568537,8300.0,1804478.369886057,26343.35227092392
932,Franklin,Arkansas,17803,22.0,19988.0,148567,2558.0,834505.4204347582,14368.364882323205
933,Franklin,Florida,11675,21.0,23524.0,163901,956.0,1403862.9550321198,8188.436830835118
934,Franklin,Georgia,22328,26.0,19663.0,270363,4255.0,1210869.759942673,19056.78968111788
935,Franklin,Idaho,13120,12.0,20454.0,108858,992.0,829710.3658536584,7560.975609756097
936,Franklin,Illinois,39302,20.0,22346.0,378989,5644.0,964299.5267416417,14360.592336267875
937,Franklin,Indiana,22835,10.0,26267.0,167249,6628.0,732423.9106634553,29025.618567987738
938,Franklin,Iowa,10326,16.0,25248.0,130594,3569.0,1264710.4396668603,34563.23842727097
939,Franklin,Kansas,25599,12.0,25701.0,218715,2086.0,854388.843314192,8148.755810773859
940,Franklin,Kentucky,49969,13.0,28001.0,302128,3419.0,604630.8711401068,6842.242190157897
941,Franklin,Maine,30177,12.0,24162.0,59751,793.0,198001.7894422905,2627.8291413990787
942,Franklin,Massachusetts,70926,11.0,33010.0,208456,21176.0,293906.32490201056,29856.470123790994
943,Franklin,Mississippi,7772,18.0,24865.0,79899,1552.0,1028036.5414307772,19969.119917653115
944,Franklin,Missouri,102413,11.0,27210.0,849331,15674.0,829319.5199828147,15304.697645806686
945,Franklin,Nebraska,3019,13.0,28635.0,24919,251.0,825405.7634978469,8314.011262007287
946,Franklin,New York,51054,19.0,24294.0,96959,963.0,189914.6002272104,1886.2381008344107
947,Franklin,North Carolina,63866,16.0,23862.0,482935,8919.0,756169.166692763,13965.177089531206
948,Franklin,Ohio,1253507,17.0,31199.0,11621351,164411.0,927106.9886326921,13116.081521682767
949,Franklin,Pennsylvania,153003,10.0,28985.0,1094244,29884.0,715178.1337620831,19531.643170395353
950,Franklin,Tennessee,41397,15.0,25637.0,431507,6472.0,1042362.9731623065,15633.983138874797
951,Franklin,Texas,10639,15.0,23642.0,62491,1966.0,587376.6331422126,18479.18037409531
952,Franklin,Vermont,48816,8.0,30624.0,79919,3632.0,163714.76565060636,7440.183546378237
953,Franklin,Virginia,56277,15.0,27282.0,296411,2861.0,526700.072853919,5083.78200685893
954,Franklin,Washington,89124,16.0,22125.0,1449478,17305.0,1626361.0250886404,19416.767649566897
955,Franklin city,Virginia,8334,16.0,24820.0,112763,2974.0,1353047.7561795057,35685.14518838493
956,Frederick,Maryland,246105,7.0,39566.0,1770468,43692.0,719395.3800207229,17753.397939903698
957,Frederick,Virginia,83784,6.0,32554.0,530251,4677.0,632878.592571374,5582.211400744772
958,Fredericksburg city,Virginia,28135,20.0,32359.0,181595,1499.0,645441.6207570642,5327.883419228719
959,Freeborn,Minnesota,30619,12.0,27603.0,280921,1913.0,917472.810999706,6247.754662137888
960,Freestone,Texas,19646,17.0,24060.0,138446,2542.0,704703.2474804032,12939.020665784385
961,Fremont,Colorado,46601,13.0,20919.0,455237,2252.0,976882.4703332547,4832.5143237269585
962,Fremont,Idaho,12889,12.0,21610.0,111411,1498.0,864388.2380324308,11622.313600744821
963,Fremont,Iowa,6985,11.0,29813.0,58626,582.0,839312.8131710809,8332.140300644238
964,Fremont,Wyoming,40354,14.0,27220.0,506848,7953.0,1256004.3614015959,19708.083461366903
965,Fresno,California,971616,26.0,22234.0,9683461,119569.0,996634.5757994928,12306.199156868557
966,Frio,Texas,19110,21.0,16833.0,278018,2683.0,1454829.931972789,14039.76975405547
967,Frontier,Nebraska,2624,11.0,27900.0,16384,108.0,624390.243902439,4115.8536585365855
968,Fulton,Arkansas,12092,23.0,19674.0,100584,3342.0,831822.6926893814,27638.107839894146
969,Fulton,Georgia,1010420,16.0,41041.0,9516183,166723.0,941804.6950772946,16500.36618435898
970,Fulton,Illinois,35733,17.0,24269.0,244630,3340.0,684605.2668401758,9347.102118489911
971,Fulton,Indiana,20296,13.0,23557.0,168864,3103.0,832006.3066614111,15288.72684272763
972,Fulton,Kentucky,6259,25.0,18111.0,54794,678.0,875443.3615593545,10832.401342067422
973,Fulton,New York,53955,16.0,26298.0,206828,8555.0,383334.26003150776,15855.805764062645
974,Fulton,Ohio,42296,11.0,27922.0,296947,4297.0,702068.7535464347,10159.353130319652
975,Fulton,Pennsylvania,14631,11.0,25273.0,75605,1266.0,516745.26689905,8652.86036497847
976,Furnas,Nebraska,4814,14.0,24522.0,42056,598.0,873618.6123805566,12422.102201911091
977,Gadsden,Florida,46113,25.0,19251.0,729710,11110.0,1582438.791663956,24092.988961897947
978,Gage,Nebraska,21632,9.0,27424.0,206267,2085.0,953527.1819526626,9638.498520710058
979,Gaines,Texas,19889,11.0,22656.0,156149,3556.0,785102.317864146,17879.229724973604
980,Galax city,Virginia,6788,21.0,22573.0,137388,7127.0,2023983.5002946376,104994.10724808487
981,Gallatin,Illinois,5226,17.0,24538.0,40436,586.0,773746.6513585916,11213.164944508228
982,Gallatin,Kentucky,8652,13.0,22508.0,57588,2477.0,665603.3287101248,28629.21867776237
983,Gallatin,Montana,100733,14.0,33181.0,1154927,4073.0,1146522.9865088898,4043.362155400911
984,Gallia,Ohio,30203,21.0,22293.0,174435,3312.0,577541.9660298645,10965.798099526537
985,Galveston,Texas,321184,14.0,33870.0,3692370,42788.0,1149612.0603766066,13321.958752615323
986,Garden,Nebraska,1913,12.0,35602.0,10944,50.0,572085.7292211186,2613.695765812859
987,Garfield,Colorado,57945,10.0,31483.0,493776,3311.0,852146.0005177323,5714.039175079817
988,Garfield,Montana,1086,5.0,29896.0,8932,185.0,822467.7716390424,17034.99079189687
989,Garfield,Nebraska,1958,7.0,25856.0,13771,291.0,703319.7139938712,14862.104187946885
990,Garfield,Oklahoma,62421,14.0,25787.0,705372,6651.0,1130023.5497669054,10655.068005959532
991,Garfield,Utah,5020,13.0,23228.0,39046,1040.0,777808.764940239,20717.131474103586
992,Garfield,Washington,2226,12.0,24781.0,9626,194.0,432434.86073674756,8715.184186882301
993,Garland,Arkansas,97994,19.0,25690.0,834266,20521.0,851343.9598342755,20941.078025185216
994,Garrard,Kentucky,17226,18.0,24874.0,116980,695.0,679089.7480552653,4034.5988621850693
995,Garrett,Maryland,29516,11.0,26303.0,144429,3811.0,489324.4342051769,12911.641143786423
996,Garvin,Oklahoma,27751,17.0,22433.0,287770,2865.0,1036971.6406615978,10323.952290007568
997,Garza,Texas,6739,14.0,20635.0,38005,2104.0,563956.0765692239,31221.249443537614
998,Gasconade,Missouri,14769,12.0,25964.0,83367,4304.0,564472.8823887873,29142.12201232311
999,Gaston,North Carolina,214049,17.0,24937.0,2220919,34758.0,1037575.0412288776,16238.33795065616
1000,Gates,North Carolina,11601,12.0,24335.0,52626,1411.0,453633.3074734937,12162.744590983535
1001,Geary,Kansas,35796,15.0,21583.0,235281,1756.0,657282.9366409655,4905.576042015868
1002,Geauga,Ohio,93895,7.0,39513.0,504481,14077.0,537282.0703977848,14992.278609084617
1003,Gem,Idaho,16850,21.0,20041.0,169858,2157.0,1008059.3471810088,12801.186943620178
1004,Genesee,Michigan,410881,20.0,25180.0,2817435,118819.0,685705.8369698282,28918.105242150403
1005,Genesee,New York,58537,13.0,27499.0,314899,6966.0,537948.6478637443,11900.165707159575
1006,Geneva,Alabama,26572,22.0,21084.0,244111,3416.0,918677.5553213909,12855.63751317176
1007,Gentry,Missouri,6688,18.0,20903.0,76168,3022.0,1138875.5980861245,45185.4066985646
1008,George,Mississippi,23545,15.0,20973.0,264330,5061.0,1122658.738585687,21495.00955616904
1009,Georgetown,South Carolina,61065,19.0,28748.0,643174,13821.0,1053261.2789650373,22633.259641365756
1010,Gibson,Indiana,33596,11.0,27342.0,364379,6050.0,1084590.4274318372,18008.0962019288
1011,Gibson,Tennessee,49222,17.0,21847.0,641306,12120.0,1302884.8888708302,24623.135996099307
1012,Gila,Arizona,53145,22.0,22433.0,617998,20455.0,1162852.5731489323,38489.039420453475
1013,Gilchrist,Florida,17191,20.0,21145.0,161089,3691.0,937054.2725844919,21470.53690884765
1014,Giles,Tennessee,29024,16.0,22995.0,327404,8723.0,1128045.7552370452,30054.437706725468
1015,Giles,Virginia,16867,11.0,25004.0,71064,356.0,421319.7367640956,2110.6302246991168
1016,Gillespie,Texas,25939,12.0,32557.0,173844,3332.0,670203.1689733606,12845.522186668722
1017,Gilliam,Oregon,1910,10.0,24178.0,4638,75.0,242827.22513089006,3926.7015706806287
1018,Gilmer,Georgia,29614,19.0,23688.0,300951,5531.0,1016245.6946039035,18676.97710542311
1019,Gilmer,West Virginia,8305,25.0,18207.0,45692,276.0,550174.5936183023,3323.2992173389525
1020,Gilpin,Colorado,5793,6.0,45110.0,14941,146.0,257914.7246677024,2520.2831002934577
1021,Glacier,Montana,13677,33.0,16737.0,176033,2754.0,1287073.1885647436,20135.99473568765
1022,Glades,Florida,13197,18.0,20476.0,142688,1721.0,1081215.4277487306,13040.842615746002
1023,Gladwin,Michigan,25324,20.0,23491.0,129756,3118.0,512383.50971410517,12312.430895593112
1024,Glascock,Georgia,3027,11.0,19815.0,21337,788.0,704889.3293690123,26032.375289065083
1025,Glasscock,Texas,1420,12.0,32885.0,8729,103.0,614718.3098591549,7253.521126760563
1026,Glenn,California,27935,20.0,21029.0,215476,1852.0,771347.7716126724,6629.676033649544
1027,Gloucester,New Jersey,291372,8.0,36205.0,2228452,77251.0,764813.3657317793,26512.842689071014
1028,Gloucester,Virginia,37035,9.0,32271.0,128282,1580.0,346380.4509248008,4266.23464290536
1029,Glynn,Georgia,83467,19.0,29209.0,963310,22824.0,1154120.790252435,27344.938718295853
1030,Gogebic,Michigan,15577,20.0,22297.0,124530,3963.0,799447.9039609681,25441.355845156322
1031,Golden Valley,Montana,747,18.0,25110.0,4898,56.0,655689.4243641231,7496.65327978581
1032,Golden Valley,North Dakota,1892,9.0,28840.0,26163,80.0,1382822.4101479915,4228.329809725159
1033,Goliad,Texas,7510,16.0,30075.0,43540,1421.0,579760.3195739015,18921.43808255659
1034,Gonzales,Texas,20558,17.0,23635.0,292191,4807.0,1421300.7101858156,23382.624768946393
1035,Goochland,Virginia,22148,5.0,47611.0,108893,2012.0,491660.64655950875,9084.341701282283
1036,Goodhue,Minnesota,46138,11.0,33477.0,344573,6136.0,746831.245394252,13299.232736572889
1037,Gooding,Idaho,15110,16.0,20822.0,153345,1826.0,1014857.7101257445,12084.712111184645
1038,Gordon,Georgia,56424,19.0,21208.0,728136,12524.0,1290472.1395151,22196.228555224727
1039,Goshen,Wyoming,13479,13.0,27253.0,103680,1712.0,769196.5279323392,12701.23896431486
1040,Gosper,Nebraska,2019,6.0,31901.0,20114,248.0,996235.7602773651,12283.308568598317
1041,Gove,Kansas,2632,9.0,29352.0,41358,2479.0,1571352.5835866262,94186.93009118541
1042,Grady,Georgia,25048,25.0,20864.0,237102,5997.0,946590.5461513894,23942.031299904185
1043,Grady,Oklahoma,54351,12.0,27334.0,513117,5401.0,944080.1457194899,9937.259664035619
1044,Grafton,New Hampshire,89280,11.0,35255.0,149688,1042.0,167661.29032258064,1167.1146953405018
1045,Graham,Arizona,37700,21.0,17874.0,455644,7761.0,1208604.774535809,20586.206896551725
1046,Graham,Kansas,2561,12.0,27165.0,24440,286.0,954314.7208121828,11167.51269035533
1047,Graham,North Carolina,8607,19.0,19096.0,55360,1468.0,643197.397467178,17055.88474497502
1048,Grainger,Tennessee,22942,19.0,20966.0,212525,3046.0,926357.7717722954,13276.95928864092
1049,Grand,Colorado,14793,13.0,32919.0,80953,512.0,547238.5587778003,3461.096464544041
1050,Grand,Utah,9544,13.0,25662.0,53831,223.0,564029.7569153395,2336.5465213746857
1051,Grand Forks,North Dakota,70130,19.0,30465.0,1173331,7703.0,1673079.9942963067,10983.8870668758
1052,Grand Isle,Vermont,6950,7.0,38635.0,8745,0.0,125827.33812949639,0.0
1053,Grand Traverse,Michigan,91222,10.0,31701.0,362592,5781.0,397483.0632961347,6337.287057946548
1054,Granite,Montana,3206,10.0,29144.0,19516,165.0,608733.6244541485,5146.600124766064
1055,Grant,Arkansas,18076,14.0,25814.0,134092,1834.0,741823.4122593494,10146.050011064395
1056,Grant,Indiana,67615,20.0,21024.0,685469,16375.0,1013782.4447238039,24217.99896472676
1057,Grant,Kansas,7716,10.0,26138.0,119014,1985.0,1542431.3115603938,25725.764644893727
1058,Grant,Kentucky,24800,22.0,20892.0,156016,1904.0,629096.7741935484,7677.419354838709
1059,Grant,Minnesota,5923,11.0,30359.0,45871,1123.0,774455.5124092521,18959.986493331082
1060,Grant,Nebraska,682,21.0,22693.0,2415,274.0,354105.5718475073,40175.953079178886
1061,Grant,New Mexico,28382,22.0,23898.0,105913,1907.0,373169.6145444295,6719.047283489535
1062,Grant,North Dakota,2387,13.0,33537.0,20294,755.0,850188.5211562632,31629.66066191873
1063,Grant,Oklahoma,4458,10.0,29002.0,42049,557.0,943225.6617317182,12494.392104082548
1064,Grant,Oregon,7209,14.0,25154.0,18330,93.0,254265.5014565127,1290.054099042863
1065,Grant,South Dakota,7133,8.0,29364.0,94456,2686.0,1324211.4117482125,37655.965232020186
1066,Grant,Washington,93420,16.0,22509.0,1007842,9903.0,1078828.944551488,10600.513808606294
1067,Grant,West Virginia,11673,13.0,21705.0,88930,2209.0,761843.5706330849,18924.012678831492
1068,Grant,Wisconsin,51742,16.0,23752.0,567168,11002.0,1096146.2641567779,21263.190444899694
1069,Granville,North Carolina,58503,14.0,24860.0,597360,12483.0,1021075.8422644992,21337.367314496692
1070,Gratiot,Michigan,41319,19.0,20597.0,447689,9529.0,1083494.2762409544,23062.029574771896
1071,Graves,Kentucky,37259,19.0,22112.0,375457,9832.0,1007694.7851525807,26388.25518666631
1072,Gray,Kansas,6004,8.0,27031.0,67015,764.0,1116172.551632245,12724.850099933377
1073,Gray,Texas,22962,14.0,23457.0,206004,4205.0,897151.8160438987,18312.864733037193
1074,Grays Harbor,Washington,71454,16.0,24081.0,256268,3353.0,358647.5214823523,4692.529459512414
1075,Grayson,Kentucky,26129,26.0,19520.0,185747,5471.0,710884.4578820467,20938.420911630754
1076,Grayson,Texas,126146,14.0,26535.0,936721,22802.0,742568.9280674773,18075.880329142423
1077,Grayson,Virginia,15708,20.0,20524.0,113544,3765.0,722841.8640183347,23968.678380443085
1078,Greeley,Kansas,1210,11.0,25775.0,11085,0.0,916115.7024793389,0.0
1079,Greeley,Nebraska,2436,10.0,25544.0,19764,120.0,811330.0492610837,4926.108374384236
1080,Green,Kentucky,11044,19.0,23448.0,106119,1978.0,960874.6830858384,17910.17747193046
1081,Green,Wisconsin,36869,9.0,30208.0,295001,1551.0,800132.902980824,4206.786188939217
1082,Green Lake,Wisconsin,18745,11.0,26372.0,209472,1432.0,1117481.9951987197,7639.37049879968
1083,Greenbrier,West Virginia,35523,18.0,23777.0,160097,3444.0,450685.47138473665,9695.127100751626
1084,Greene,Alabama,8533,39.0,14197.0,109454,4280.0,1282714.1685222078,50158.20930505098
1085,Greene,Arkansas,44197,16.0,22094.0,542875,6075.0,1228307.3511776817,13745.276828744034
1086,Greene,Georgia,16732,22.0,32890.0,177174,6056.0,1058893.1388955296,36194.11905331102
1087,Greene,Illinois,13311,18.0,22836.0,131965,4624.0,991398.0918037713,34738.18646232439
1088,Greene,Indiana,32431,13.0,24744.0,251663,13131.0,775995.189787549,40489.03826585675
1089,Greene,Iowa,9046,10.0,27968.0,76518,557.0,845876.6305549414,6157.417643157197
1090,Greene,Mississippi,13801,15.0,18002.0,139326,4709.0,1009535.5409028332,34120.71589015289
1091,Greene,Missouri,286759,20.0,25529.0,2755863,38545.0,961038.0144999808,13441.600786723347
1092,Greene,New York,47791,12.0,27402.0,210405,5494.0,440260.7185453328,11495.88834717834
1093,Greene,North Carolina,21059,26.0,18662.0,232625,3902.0,1104634.5980340948,18528.8950092597
1094,Greene,Ohio,164825,13.0,33139.0,1122898,15294.0,681266.7981192174,9278.93220081905
1095,Greene,Pennsylvania,37338,14.0,25575.0,185426,1748.0,496614.70887567627,4681.557662435053
1096,Greene,Tennessee,68520,17.0,21960.0,652164,13452.0,951786.339754816,19632.224168126093
1097,Greene,Virginia,19213,9.0,30215.0,88036,837.0,458210.58658200176,4356.425337011398
1098,Greenlee,Arizona,9368,12.0,24935.0,47698,688.0,509158.8385994876,7344.150298889837
1099,Greensville,Virginia,11606,13.0,16835.0,208106,3620.0,1793089.7811476823,31190.76339824229
1100,Greenup,Kentucky,36012,16.0,25377.0,271757,2353.0,754629.0125513718,6533.933133399978
1101,Greenville,South Carolina,490332,13.0,29132.0,5807102,92347.0,1184320.419634044,18833.565828866973
1102,Greenwood,Kansas,6227,12.0,24837.0,49070,176.0,788019.9132808737,2826.4011562550186
1103,Greenwood,South Carolina,69981,24.0,22637.0,708977,16757.0,1013099.2698018033,23945.070804932766
1104,Greer,Oklahoma,6018,19.0,20073.0,56126,2601.0,932635.4270521768,43220.338983050846
1105,Gregg,Texas,123402,18.0,25143.0,1032310,25284.0,836542.3574982578,20489.13307725969
1106,Gregory,South Dakota,4209,15.0,26169.0,58536,2759.0,1390734.1411261582,65550.01187930624
1107,Grenada,Mississippi,21379,24.0,20150.0,329288,10090.0,1540240.4228448477,47195.846391318584
1108,Griggs,North Dakota,2276,8.0,33416.0,34459,281.0,1514015.8172231987,12346.22144112478
1109,Grimes,Texas,27358,21.0,23585.0,337629,8105.0,1234114.3358432634,29625.70363330653
1110,Grundy,Illinois,50333,9.0,31914.0,467050,5085.0,927920.0524506784,10102.715912025906
1111,Grundy,Iowa,12354,6.0,35662.0,131773,2262.0,1066642.3830338353,18309.859154929578
1112,Grundy,Missouri,10111,21.0,22014.0,83882,2782.0,829611.3144100484,27514.5880723964
1113,Grundy,Tennessee,13359,28.0,15824.0,154102,2640.0,1153544.4269780673,19761.958230406468
1114,Guadalupe,New Mexico,4426,13.0,18086.0,49442,589.0,1117080.8856755535,13307.727067329417
1115,Guadalupe,Texas,150889,11.0,29300.0,1111640,19359.0,736726.9979919014,12829.961097230414
1116,Guernsey,Ohio,39414,20.0,22864.0,217802,3062.0,552600.59877201,7768.81311209215
1117,Guilford,North Carolina,517197,17.0,28582.0,3670785,60286.0,709745.9962064745,11656.29344331077
1118,Gulf,Florida,16018,15.0,21085.0,229925,3914.0,1435416.4065426397,24435.01061306031
1119,Gunnison,Colorado,16215,15.0,27669.0,127555,1979.0,786648.1652790627,12204.748689485046
1120,Guthrie,Iowa,10664,10.0,30646.0,125683,3404.0,1178572.768192048,31920.480120030006
1121,Gwinnett,Georgia,889954,12.0,27945.0,9622461,118097.0,1081231.2771221884,13270.011708470325
1122,Haakon,South Dakota,2084,17.0,22863.0,24309,699.0,1166458.7332053743,33541.26679462572
1123,Habersham,Georgia,43878,17.0,20656.0,589098,19598.0,1342581.7038151238,44664.752267651216
1124,Haines Borough,Alaska,2537,8.0,35907.0,3343,0.0,131769.8068584943,0.0
1125,Hale,Alabama,14995,26.0,20269.0,236468,8193.0,1576978.992997666,54638.21273757919
